date,expression,value
12040956,20+41+6*5-0+9,100
12040957,12+4+5-0+79+0,100
12040958,85-92-0+14+0,7
12040959,2-19+0-40+59,2
12041000,20*1*40-1-0+0,799
12041001,20/4+11-10-0,6
12041002,40-20+2-11-0,11
12041003,21-0-0-41+30,10
12041004,10+0-41+40+2,11
12041005,10/1-50-0+42,2
12041006,1-16+20+0-0-4,1
12041007,24-7-10-0+0-1,6
12041008,10-80/40*1/2,9
12041009,0-0-20-1+14+9,2
12041010,4+10/1+0-12-0,2
12041011,12+4+0-1*10+1,7
12041012,11-20/1*2+40,11
12041013,0-0+21+14-31,4
12041014,14/14-2-0+10,9
12041015,20-1-10*1+4-5,8
12041016,40-11-6-0-21,2
12041017,14+1+7-0-20-1,1
12041018,0+0-11-14+28,3
12041019,40-1-0-19-12,8
12041020,1-1+20*2+0-40,0
12041021,2*4-0+2-11+10,9
12041022,0+21/21-2+4+0,3
12041023,24-3+10-21+0,10
12041024,14+12-40+20,6
12041025,11+24-0-20-5,10
12041026,10-26-0+4+21,9
12041027,10+2+70+14*2,110
12041028,8+10+4*2-2*10,6
12041029,2-12+40-0-19,11
12041030,14-30/2-0+10,9
12041031,20+4-31+11+0,4
12041032,20+13+12-40,5
12041033,30-41-0+13+2,4
12041034,30+4-10-1*24,0
12041035,51+3-42-0-10,2
12041036,0+4-1*26+30+1,9
12041037,2-0-70/14+3*1,0
12041038,11*4-8-0-30-2,4
12041039,29+10+0-31-4,4
12041040,12-10+4/4+0+0,3
12041041,41-1*40-0+2/1,3
12041042,4-10/1/20*4+2,4
12041043,10+40-32-14,4
12041044,4+0-10-24+41,11
12041045,0-15*2-10+44,4
12041046,6-2+41/41-0+0,5
12041047,0+1+47-42+0-1,5
12041048,8-4-12*10/40,1
12041049,0+19-24+14-0,9
12041050,25-4-10+0-1-0,10
12041051,51-41-2*1-0+0,8
12041052,0-1/4*52+20/1,7
12041053,14/30*15+0+2,9
12041054,40-5+0-11-24,0
12041055,25-0-5-11-4+0,5
12041056,52-4*10+1+0-6,7
12041057,70+21+50-41,100
12041058,0+50*1-42-1*8,0
12041059,0+4+95*1+12+0,111
12041100,14+0+2-0-10*1,6
12041101,1*12-40/10*1,8
12041102,10/1*24/20-1,11
12041103,10*1-3-14/2+0,0
12041104,10*20/4-1-41,8
12041105,15+0-0-11+4/2,6
12041106,11-60/40*1*2,8
12041107,0+21-7+4+0-11,7
12041108,14-12-0+8-0+1,11
12041109,0-19-4+10+21,8
12041110,0+14-11-0+1*2,5
12041111,10+14-1+1-21,3
12041112,11-21*4/12-0,4
12041113,12+11-10-4*3,1
12041114,10*4/2-11-1*4,5
12041115,5-1-14*1+20-1,9
12041116,16+11-21-4-0,2
12041117,4+17+0-12+1*1,10
12041118,40-28-11/11,11
12041119,9/11*11-20/4,4
12041120,1*10/10+2*4/2,5
12041121,21-0-12+1-4-1,5
12041122,2-12+10/2*4+1,11
12041123,0+21+11+34*2,100
12041124,1*24-24-1+0+1,0
12041125,4+15-11-2-0+2,8
12041126,11-0-16/4/2-2,7
12041127,74+1*10/2+21,100
12041128,18+0+12-24-1,5
12041129,1+1+19-20+2*4,9
12041130,1*30*2+0+41-1,100
12041131,1*21+4+11-30,6
12041132,11-0+2*4-13+2,8
12041133,10+1-34+32-1,8
12041134,12-0+31-44+1,0
12041135,20+15+4+1-31,9
12041136,1-0+4+26-31/1,0
12041137,10-41+37/1-2,4
12041138,41+2*10+1+38,100
12041139,2*14-0-19-3*1,6
12041140,1-4-10+24+0-1,10
12041141,1-42-1+0+41+1,0
12041142,2-14-20+41+1,10
12041143,3+21*4+10+14,111
12041144,40+11-12*4+4,7
12041145,1-0+1-44+51+2,11
12041146,44+0-1*21-16,7
12041147,4+21+4+0+71/1,100
12041148,41+42+18-0-1,100
12041149,1*19-20-4+4+1,0
12041150,4+15+0+0-11+2,10
12041151,5-12+1/1*14+0,7
12041152,0+2+51-11-42,0
12041153,40/15*12-31,1
12041154,5+0+41*2/41/1,7
12041155,1/2*10+54+51,110
12041156,4+15+10-6-12,11
12041157,10+15-1-24+7,7
12041158,4*1*11-58+20,6
12041159,11+0+5-41+29,4
12041200,10-0-12+0+2+4,4
12041201,12-10-10/2+4,1
12041202,12-2/40/1*20,11
12041203,3+40/1-20*2*1,3
12041204,2*14-41+20-0,7
12041205,2*10*12/40-5,1
12041206,0-16+10*2-4/2,2
12041207,0-24/12-1-0+7,4
12041208,2/1+24+0-10-8,8
12041209,90+24/12*10,110
12041210,2-0+12+0-14+1,1
12041211,2/4+10*1-11/2,5
12041212,1+21+0-14-2+2,8
12041213,1*23*2-4*11+0,2
12041214,21-41+4/1+20,4
12041215,21-20/4-15+1,2
12041216,0-12+2*1+16+4,10
12041217,41+2-0-27-11,5
12041218,2-41*2+80+11,11
12041219,2+20+1-9/1-14,0
12041220,2*2-0-12/4+10,11
12041221,14/2+21-21+0,7
12041222,4-22/1+1-0+22,5
12041223,2+13-2+2-14+0,1
12041224,20/4-21+24/1,8
12041225,0-21+5+41-22,3
12041226,22-0+11-6-24,3
12041227,2-21-20+47*1,8
12041228,0+82+12-21*4,10
12041229,40+1*2-12-29,1
12041230,1-4+0+32-21-0,8
12041231,4/2-10+12+3*1,7
12041232,30-1-12-24/2,5
12041233,3-32+0+24+11,6
12041234,10+41-23*2+4,9
12041235,0+3-12+41-25,7
12041236,21-60/2/3-4+1,8
12041237,24+21-71+30,4
12041238,20+18/1-24-3,11
12041239,2+3-41+90/2*1,9
12041240,20+4+21-4*10,5
12041241,21-1+40/1/2*4,100
12041242,21+42/2-40/1,2
12041243,0+3+24-4-21-1,1
12041244,4+41-24-21-0,0
12041245,50+2-41-1*4/2,9
12041246,20-64/1/2+14,2
12041247,27-20*41/41,7
12041248,4+40*2-2+18*1,100
12041249,1+44*2+9-0+12,110
12041250,0+0-24-1+15*2,5
12041251,11+2+42-1*50,5
12041252,0-22+1*15/2*4,8
12041253,22+51-3+40+1,111
12041254,4-14+2+2+15+0,9
12041255,21-1*20*4/5-5,0
12041256,6+22*1-15+0-4,9
12041257,7+1*25-40+12,4
12041258,1*15+22-0-8*4,5
12041259,20-5+9*1-12-4,8
12041300,10+0-20+14+3,7
12041301,11-0+0-24+13,0
12041302,10+20-1*23-4,3
12041303,0+3-3-10-4+21,7
12041304,14-34+20+10,10
12041305,40+21+0-3-51,7
12041306,6+20+14+1-30,11
12041307,10/7/10*42-3,3
12041308,3+20+4-10*1-8,9
12041309,42-1-10*3-9+0,2
12041310,30/4*2-1*11+0,4
12041311,31-4-20+1/1+1,9
12041312,2+41-0-32-11,0
12041313,33*1*1+0-1*24,9
12041314,41-13-24+0-1,3
12041315,35+12+0-41*1,6
12041316,1*16*4+0-21*3,1
12041317,2+3+14*1+0-17,2
12041318,1-2+40-13-18,8
12041319,90/2-31*1-14,0
12041320,43*1-20-20+1,4
12041321,0+12-2-14+3+1,0
12041322,22*1-30+12+4,8
12041323,23-4+12-10*3,1
12041324,42-14-0-23-1,4
12041325,31-54-0+2+21,0
12041326,2/3*21+4-6-10,2
12041327,32+2-71+40+1,4
12041328,28-3-24+1*10,11
12041329,41+2-19-23+0,1
12041330,0-33/1+42+1+0,10
12041331,14-0+13-13*2,1
12041332,1*20-21+4+3-3,3
12041333,12-34+31-0-3,6
12041334,12+43-0-13*4,3
12041335,43-31-2-5-0-1,4
12041336,40+32*1-1*63,9
12041337,74+3+1+32+0+1,111
12041338,13-80/12/4*3,8
12041339,31-43+12+0+9,9
12041340,41-0+12-43-0,10
12041341,1/1+40-13-24,4
12041342,1*31+22-44-0,9
12041343,0-31-2-3+44/1,8
12041344,23+4-10-14+4,7
12041345,4+12+5-14-0+3,10
12041346,34+14*2-10*6,2
12041347,13+20-17-4-4,8
12041348,43-1-0-14-28,0
12041349,40-91+43+12,4
12041350,0+2-14+13+0+5,6
12041351,40+23-11/1*5,8
12041352,54-21-0-23*1,10
12041353,25-30-1*4+13,4
12041354,2*15/3*4*10/4,100
12041355,4+21+35+10*5,110
12041356,12-40/5+13-6,11
12041357,53+1*40-12*7,9
12041358,81-10*3+4-52,3
12041359,92-35-10-41,6
12041400,10*2*1-40/4-0,10
12041401,0+14/14-1+2-0,2
12041402,0-11-0+24-4-2,7
12041403,42-10/10*34,8
12041404,0-41+1*4+40+2,5
12041405,2+0-11+4+40/5,3
12041406,0+40-1*4*16/2,8
12041407,40+42-7*10-1,11
12041408,4-40/10+2+1*8,10
12041409,0+0+9-42+41/1,8
12041410,2-1*40+0+41+1,4
12041411,14-1*14+10/2,5
12041412,12-0+14-21-4,1
12041413,31-42+0+14*1,3
12041414,14+21+10-44,1
12041415,0-15+2+4+11+4,6
12041416,41+0+16-12*4,9
12041417,11+42+1*47+0,100
12041418,84*1+14/1+0+2,100
12041419,9*2-1*14+10-4,10
12041420,2-0+42+1-41+0,4
12041421,21/21-1+4+4+0,8
12041422,4+4-21+22*1-0,9
12041423,2+0+44/11*2-3,7
12041424,11-44/2*2+40,7
12041425,2-11-40+54+2,7
12041426,22+6*14+0+1*4,110
12041427,74/2+0-2*1*14,9
12041428,24*4+0+12*1-8,100
12041429,42+1-9/1-4-20,10
12041430,0-0-14-3+21-4,0
12041431,0-14*2+41/1-3,10
12041432,23-1-1+24-40,5
12041433,31+1-4-3-20+4,9
12041434,0-34+42-11+4,1
12041435,2*31-1+50*4/4,111
12041436,10/23*46/1/4,5
12041437,44-73+21+10,2
12041438,3-10+2*81-44,111
12041439,1+0-43+29+14,1
12041440,2-1/1-40+4+40,5
12041441,1/11+40/44+2,3
12041442,20+4-41+24/1,7
12041443,43-4*11-0+4-2,1
12041444,44/1+40-41*2,2
12041445,51-14-0-4*4*2,5
12041446,62+4+4*1+40/1,110
12041447,10-44+14+27,7
12041448,4-0-21+14+8-4,1
12041449,1+14+29-40-4,0
12041450,14-0-52+41+0,3
12041451,11+12-0-5-4*4,2
12041452,0+15/24*2-1/4,1
12041453,4+53+40+1+12,110
12041454,20/5+1+44-41,8
12041455,21+44+1-0-55,11
12041456,2+44+1+65-1+0,111
12041457,1-7-41-0-2+54,5
12041458,12/1-48+45+0,9
12041459,1*45+9-41-2+0,11
12041500,0+20/10*5-4*1,6
12041501,1*1+10*5-42-0,9
12041502,11-40+52-20,3
12041503,51+3*21-0-0-4,110
12041504,1-5+1*4+40/20,2
12041505,1+54-1-50-0-2,2
12041506,5-0-0-12/16*4,2
12041507,4*21/1-0-0-75,9
12041508,85+24/1+0+0+1,110
12041509,5-14-1-9-0+20,1
12041510,0-1-5+24-10-1,7
12041511,51-40*1-12+1,0
12041512,12-10/5*12/4,6
12041513,21+1-30+5/1+4,1
12041514,41-10*2-15+4,10
12041515,5+52+1-11-40,7
12041516,10+62-1-14*5,1
12041517,7-51*1+40+12,8
12041518,42-81-11+50,0
12041519,0+5+9/21*14*1,11
12041520,50+21-40-21,10
12041521,0+1*2*11-25+4,1
12041522,24*1+1*2+0-25,1
12041523,20-3+41-51+2,9
12041524,2+4+14-2-0-15,3
12041525,11+40-25-25,1
12041526,0-2-16-21+45,6
12041527,5+1-4-20+1+27,10
12041528,58+1-20+2-41,0
12041529,21-50+19*2-4,5
12041530,2*10-5-3-10+4,6
12041531,0-51+43-2+11,1
12041532,42-2-1*1-5-30,4
12041533,1-0+1-33-5+42,6
12041534,11+5-24+0+3*4,4
12041535,2*1+3*1+50-54,1
12041536,0+12-53+41+6,6
12041537,0+75-11+34+2,100
12041538,1-20+5+4+18+3,11
12041539,24-0-15-13+9,5
12041540,0+41+20-54/1,7
12041541,5+21-4+1-14+0,9
12041542,0+42+45+1+12,100
12041543,5+0-13+24-14,2
12041544,1+1*44/20*45,100
12041545,15*1/4/25*40,6
12041546,1-45-0+6*24/1,100
12041547,51/17-2-0+4/4,2
12041548,1-2+0+1-45+48,3
12041549,9*10+44-25+1,110
12041550,0-0-52+45+11,4
12041551,21-15+5-10+4,5
12041552,0+51-1+52-4/2,100
12041553,52/1+15+0+43,110
12041554,21-0+45-4*15,6
12041555,20/4-55+11*5,5
12041556,25+4-5+1-16+0,9
12041557,71+0-12-55-4,0
12041558,8+0-12-45+51,2
12041559,21+91-50-54,8
12041600,61+0-42-0-10,9
12041601,40-21-1-0-16,2
12041602,6-21-4-0-0+21,2
12041603,6/4/10*30*1*2,9
12041604,41-10-4-26-0,1
12041605,0+2*16+15-40,7
12041606,21-0-14-0+6-6,7
12041607,74+0-62-1+0-1,10
12041608,48/16-1-0-2-0,0
12041609,46-0-0-11-29,6
12041610,0+2*14-1-16+0,11
12041611,1*21+0-16/1+4,9
12041612,62-1-0+1+12*4,110
12041613,6-12+4/1-3+10,5
12041614,21+16/4-14+0,11
12041615,50-1*14+1-26,11
12041616,60+14+16+21,111
12041617,2/1-64/1+10*7,8
12041618,8+0-6*14/21-1,3
12041619,91-14-60-12,5
12041620,12-2+0+0-16/4,6
12041621,41+21-0-62*1,0
12041622,14+6*20-22-1,111
12041623,41-2-61+0+23,1
12041624,24/4-6+10-2+1,9
12041625,12-1+25-40+6,2
12041626,26*1+14-60/2,10
12041627,11+0+24/6-2*7,1
12041628,46-22-18*1+0,6
12041629,61-29-1+20*4,111
12041630,21*4-10+6+30,110
12041631,46/2+11*1-30,4
12041632,10-4/12*2*3-6,2
12041633,0-3+32/4+11-6,10
12041634,3+6+2+41-41-0,11
12041635,51-42-13+0+6,2
12041636,46-60-1+13*2,11
12041637,34-6*2+0-17*1,5
12041638,41-8-10-23+6,6
12041639,60+43+1-1-92,11
12041640,10-4+0+26*4*1,110
12041641,40+16/2-41/1,7
12041642,1*40-24-16+2,2
12041643,3+1*20-61+44,6
12041644,44-42-6*1+10,6
12041645,64-51-4*2-0+1,6
12041646,26-4-61+40+1,2
12041647,71*2+0+14-46,110
12041648,8-41/41+0-2+6,11
12041649,0+49-26-1*14,9
12041650,50*1+0-62+14,2
12041651,14+2*5-6*1-10,8
12041652,40-1*5-2-26-1,6
12041653,14-5-30+21+6,6
12041654,24-0-16-1*5+4,7
12041655,41+0-1*6*25/5,11
12041656,45+60-21+16,100
12041657,27-6+5-11-0-4,11
12041658,10+1-64+52+8,7
12041659,69+0-12*1-54,3
12041700,1*14+0-0-20+7,1
12041701,1+20*1-0-17-4,0
12041702,0+27-41+10*2,6
12041703,3-14+21-7+0-0,3
12041704,7-1+4+14+0-20,4
12041705,0+52+41+7+10,110
12041706,0+62+10-71+4,5
12041707,71+0-20/1-47,4
12041708,8+0-24+10+1*7,1
12041709,10+19-40+2*7,3
12041710,1-12+7*4-0-10,7
12041711,7+10+2-11-1-4,3
12041712,24-0-1*17-1*2,5
12041713,10-71+24/1*3,11
12041714,42-71-10+41,2
12041715,41+11+57+2+0,111
12041716,47*1/1+61+0+2,110
12041717,17-17+4/2+0-1,1
12041718,84-0-11+27/1,100
12041719,1+1-71+20*4-9,2
12041720,11-24/2-0-0+7,6
12041721,4*12*1/12+0+7,11
12041722,2-1*17-20+42,7
12041723,41-27-12+3+0,5
12041724,0+11+4/2-42/7,7
12041725,45-12+1+0-27,7
12041726,72+1*46-10+2,110
12041727,1+47-21-27+0,0
12041728,0+1-78-1+2*42,6
12041729,7+12-24-0+9/1,4
12041730,24+3-17-0-0+1,11
12041731,30+41-72+11,10
12041732,24*3/1*1+0-72,0
12041733,24+3-0+11+73,111
12041734,4+47+20/1*3-1,110
12041735,3-51+0+2*74*1,100
12041736,17+0-31+24-6,4
12041737,21-71+7+43-0,0
12041738,11+42-37+0-8,8
12041739,3+1*20+94-17,100
12041740,0+7-14+20-1-4,8
12041741,7-2-41+1+40+1,6
12041742,21-47+42-10,6
12041743,41-73+41+0-2,7
12041744,0+74-44-21/1,9
12041745,40/17/24*51,5
12041746,21-4-71-0+64,10
12041747,7/11*44-0-27,1
12041748,21+70-81/4*4,10
12041749,7-19+24+0-4*1,8
12041750,0+72/40*5+1/1,10
12041751,17-15+10-2-4,6
12041752,27*2*1+4/1-50,8
12041753,71+52-40*1*3,3
12041754,2+74-0-11-54,11
12041755,15+0+14*2+57,100
12041756,1-0+64-5*7-21,9
12041757,54+17+2+0-71,2
12041758,71-18+2+45-0,100
12041759,4-17+51-29+0,9
12041800,81-21+40-0-0,100
12041801,10-0-2*8+14-1,7
12041802,18-0+2-20/1+4,4
12041803,1+3-40+20+18,2
12041804,40+1+1-0-84/2,0
12041805,4-11+80/20+5,2
12041806,6+14-80*2/10,4
12041807,0-74+0+1+2+81,10
12041808,84+2-80+0-1-1,4
12041809,91+18/40*20,100
12041810,4-1+8/2+10-10,7
12041811,11-4+82-0+11,100
12041812,81+0+2+1*21-4,100
12041813,0+3+28/14+1*1,6
12041814,14+82/41-10,6
12041815,84+5+1+2*10/1,110
12041816,8/1-24*1+16-0,0
12041817,10+18*4/1/72,11
12041818,1-24/8-8/1+10,0
12041819,90-82-1+4+1-1,11
12041820,81-12-0+40+2,111
12041821,0+8+1+14-22-1,0
12041822,24-11-0-8/2+2,11
12041823,41+22+0+38-1,100
12041824,40*12/48/1-2,8
12041825,8+14+0-21-2+5,4
12041826,12+18+4-20-6,8
12041827,72+42+8-10-1,111
12041828,4-28*8+11*20,0
12041829,90+21+12-8-4,111
12041830,8+4+20-30*1/1,2
12041831,13-24+10+1+8,8
12041832,24+1-10+82+3,100
12041833,24-10*3+18/3,0
12041834,1*41+42+3-80,6
12041835,38-21*4-1+50,3
12041836,0+34/1-28+1-6,1
12041837,0-28+7+41-13,7
12041838,1/2*88+0-34-1,9
12041839,2+8*1+9+31-40,10
12041840,42-8*10+10*4,2
12041841,41*1+0+28+41,110
12041842,24*2*10/48/1,10
12041843,84+10+12*4/3,110
12041844,24-4+1-10-8+4,7
12041845,11+58/2+4-40,4
12041846,84-1*62-14-0,8
12041847,41-7-40+8*2*1,10
12041848,18+8+4-41+20,9
12041849,90+24+4-1/1*8,110
12041850,10*14/5-28-0,0
12041851,1+1+45*2-1-80,11
12041852,84/2/21*5-10,0
12041853,40-85+12*13,111
12041854,5+1-48+2+41+0,1
12041855,50/5*14/28/1,5
12041856,56*1-80+24*1,0
12041857,14+2*5*7-1*80,4
12041858,4/12*51-80/8,7
12041859,52-11+9+0-48,2
12041900,24*1-10-9+0+0,5
12041901,11*2-40+0+19,1
12041902,10+0+2*21-49,3
12041903,0+1*2*4+10+93,111
12041904,20-9+0-44/11,7
12041905,2*54+11+0-0-9,110
12041906,0-6*1-0+94+12,100
12041907,91-1-7+0-20*4,3
12041908,0-21-18+40+9,10
12041909,9*19-40-0-21,110
12041910,10*9+0-41*2+1,9
12041911,1*1+0-19+24*1,6
12041912,21+0+2-14+91,100
12041913,29+11+31+40,111
12041914,20-1*14+9-1-4,10
12041915,21-15/1+0-4+9,11
12041916,14+19-20-1-6,6
12041917,19-12+7/1+0-4,10
12041918,0+1+2*19+18*4,111
12041919,1+41-9+90-12,111
12041920,12-19+0+20-4,9
12041921,4+19-22/1-1-0,0
12041922,9+2+21-21-4+0,7
12041923,22*4-3-91+10,4
12041924,9+2*1+0-42+41,10
12041925,14+90-52*2*1,0
12041926,1+4*2-0-96/12,1
12041927,21+4-17+0+92,100
12041928,94+0-8+1*2*12,110
12041929,94-90+21/21,5
12041930,23-0-0-4+91+1,111
12041931,24+1-1-30+9-1,2
12041932,13-22-0+1+4+9,5
12041933,3/1+23*4-90-1,4
12041934,91-42-41-0+3,11
12041935,41-0-25-9-3-1,3
12041936,2-6+0+34-19-1,10
12041937,71-40+92-13,110
12041938,90-8*14+32+1,11
12041939,3-4-99+21*10,110
12041940,10+24-4-9-10,11
12041941,21+94-0-11-4,100
12041942,41-1*20-24+9,6
12041943,4/4+0-12+19+3,11
12041944,1+24*4-10*9-4,3
12041945,5*2+19*4-0+14,100
12041946,4-9+26+0-14+1,8
12041947,2+4+19-0-4-17,4
12041948,2+81-90+14-4,3
12041949,40+19-49-2+1,9
12041950,19*4+20+15+0,111
12041951,94+0-15+21*1,100
12041952,51-92+42+0-1,0
12041953,92-4-50-31/1,7
12041954,44*1-29-0-15,0
12041955,15+1+29-40+5,10
12041956,6-0-4+9+15-21,5
12041957,1-7-90/5+24*1,0
12041958,24-0+19-8*5*1,3
12041959,10-1+94-95-2,6
12042000,10+20*42+0-0,850
12042001,24/12*1+0-0-0,2
12042002,0+1/40*2*20+2,3
12042003,23+0+0-24+1-0,0
12042004,20/1/40*20-4,6
12042005,0+0-14+22+0-5,3
12042006,20*12/60-0+4,8
12042007,70+0-2-21-40,7
12042008,2/1*20-0-40+8,8
12042009,0+90-0+42-21,111
12042010,1*4-20-0+21-0,5
12042011,14/20*20-11,3
12042012,0+4-22/1+20+1,3
12042013,0+10-21+42/3,3
12042014,24*2*1-0-40/1,8
12042015,15+12-0-24-0,3
12042016,16/42*21+0+0,8
12042017,40-17+0-2-21,0
12042018,21*2+41-0-80,3
12042019,4-12-0+21-9-0,4
12042020,0+0-0+2-14+22,10
12042021,40/2*2-20-11,9
12042022,2+24+0+1+0-22,5
12042023,10/2/30*24-2,2
12042024,22+1*4-4-20+0,2
12042025,41+50+22+0-2,111
12042026,26-21-0+4+0+2,11
12042027,47+0-21+0-22,4
12042028,28/20*10-4-2,8
12042029,29-40+0+21-2,8
12042030,4*20/20-1+3+0,6
12042031,4+21-30-2+10,3
12042032,20-3+10-24+2,5
12042033,30/3+4-12-0+2,4
12042034,0+10+24/24-3,8
12042035,25-20-1-0+4+3,11
12042036,41-26-0-0-3*2,9
12042037,0+4-0-2+31-27,6
12042038,82+40-31+20,111
12042039,21+0-49+0+32,4
12042040,4/2*40+20*1+0,100
12042041,4-10+1*24/2-0,6
12042042,0-24+20*2-14,2
12042043,13+2+0-20+4+4,3
12042044,2+44+0+0-42/1,4
12042045,4-10/5*2+20/4,5
12042046,0+0-16-22+44,6
12042047,4+14+22+0+70,110
12042048,20-2*10+8-4-4,0
12042049,41-42-0+20-9,10
12042050,0-0+25-4-12-0,9
12042051,50-1-1-4/2*20,8
12042052,50+0-41-2/2*2,7
12042053,0+42-0-35-1*2,5
12042054,0+5-0-24+24-1,4
12042055,25+0+5+4*20/1,110
12042056,64-5+20+21-0,100
12042057,22+7+15-40+0,4
12042058,2+0-42-10+58,8
12042059,20*2-45*1+0+9,4
12042100,1*10*20/40*2,10
12042101,0+1+12-20+14,7
12042102,1+0-0+21+22*4,110
12042103,1*24*10/30+2,10
12042104,4+0-2-10+2+14,8
12042105,0+25-14/1-0-2,9
12042106,20/10-6*2+14,4
12042107,40+70+21/21,111
12042108,20-1*4+0-18+2,0
12042109,10-29+2*14+0,9
12042110,10+1*2-12+4-0,4
12042111,1+2*2+1+14-10,10
12042112,1-4-2/2*11+20,6
12042113,40+21-31-21,9
12042114,1+40*21/21/4,11
12042115,21-2+41/1+50,110
12042116,2/1-12+0-4+16,2
12042117,71-1*21*4+20,7
12042118,1+12-0-41+28,0
12042119,42-21-11+90,100
12042120,10+0-12/2*2+4,2
12042121,4-22-0+21+1+1,5
12042122,21-41+2*20/2,0
12042123,4-23+22/1+0+1,4
12042124,0+11+2+2-24/4,9
12042125,2*24-50+12-1,9
12042126,1*2*60-12*2+4,100
12042127,1*24-27+10/2,2
12042128,0-2+28/1-24/1,2
12042129,0+2-9-14+12*2,3
12042130,0+21*2*1-30-4,8
12042131,12+30*1*4-21,111
12042132,0-12+2+2*3+14,10
12042133,31+0-2*42/3/1,3
12042134,4+42+0-32-11,3
12042135,42*1-2-0-5-31,4
12042136,0+41-2*31+26,5
12042137,27-24+10-3+1,11
12042138,12-0+84+13+2,111
12042139,24+1-12+0-9/3,10
12042140,41+4-20+0-21,4
12042141,44/22-11+10,1
12042142,0+14*12/42*2,8
12042143,40+41-3/1+22,100
12042144,0+21-44+21+4,2
12042145,5*2-2+0+41/41,9
12042146,0+22+41+1-64,0
12042147,1-4-21+70-42,4
12042148,28+2-0+14-41,3
12042149,4*12*2-94+0+1,3
12042150,25*1-0-10-2-4,9
12042151,4-25+21+11-0,11
12042152,25-4-12*1+2-0,11
12042153,5+12+10-4-23,0
12042154,24+40+25+11,100
12042155,5+51+0-1*24*2,8
12042156,0-56+14*12-2,110
12042157,25+1/4*17*20,110
12042158,58-12-41-2+0,3
12042159,25+21-49+10,7
12042200,0+12+20-24+0,8
12042201,2*2+0-10+14/2,1
12042202,4+1+0-22/22-0,4
12042203,42+10-22-30,0
12042204,2+20-4-4-12+0,2
12042205,5+1+22+0-24+0,4
12042206,12+0+20-46/2,9
12042207,12*70-20*42,0
12042208,0+1+28-2+0-24,3
12042209,20+2+92-14-0,100
12042210,42/1/2-0-0-21,0
12042211,1-0+24-12/1-2,11
12042212,42+11-22-20,11
12042213,42/1-10+2-23,11
12042214,0-4+11-22+24,9
12042215,4-0-21+2*12-5,2
12042216,20+22+11-46,7
12042217,7-21-22+40*1,4
12042218,41*12/2/82-0,3
12042219,90+1*1*22+2-4,110
12042220,0-14+2/2+22-0,9
12042221,1*2-0+24-22+1,5
12042222,2-22+4-0+2+21,7
12042223,31+4-20-22/2,4
12042224,2-24+10+22-4,6
12042225,10+2-25+2*4*2,3
12042226,6+24-2+0-22*1,6
12042227,2+22-0-72/1/4,6
12042228,14-20+28-22,0
12042229,19-2-22+4-0+2,1
12042230,0-42+20+23-1,0
12042231,20/1-32+14+2,4
12042232,24-1-30+22/2,4
12042233,22+0-42+31-3,8
12042234,41+2-24/2*3-0,7
12042235,0-13+42-25-2,2
12042236,0+63-41-22/2,11
12042237,7+40+22-3*21,6
12042238,4-21-32+20*8,111
12042239,3*20-2-21-4*9,1
12042240,4-1*2*20/40+2,5
12042241,12*2+1+4-24+0,5
12042242,42/21+0-2+4/2,2
12042243,4*2+21-30+4+2,5
12042244,44*2-22*4+10,10
12042245,22+14+0-54/2,9
12042246,62+10-24-42,6
12042247,4*2/1+4-27+20,5
12042248,24/24-1-0+2+8,10
12042249,0-2+29-21/4*4,6
12042250,20+14*2+52+0,100
12042251,52-21-40*1/2,11
12042252,42+2-22-10-5,7
12042253,32+51+4*2+20,111
12042254,2/24/1*24*50,100
12042255,15+22*4-2*50,3
12042256,6-10+24-22+5,3
12042257,1+74-50-22-2,1
12042258,25+80-4-2/1/2,100
12042259,0+2-54+2*29-1,5
12042300,40-22-0-13-0,5
12042301,40-1*1+0+2-32,9
12042302,0+14-2+20-23,9
12042303,0-1+0-24+2+33,10
12042304,0+2/1-4+30-24,4
12042305,40-31+50*2+2,111
12042306,21*4-20-3-60,1
12042307,0+20+73-4*21,9
12042308,20-4+0-18+3+2,3
12042309,2*9-0-20-4+13,7
12042310,4+10+12*2-30,8
12042311,2-13+4*2+10+1,8
12042312,32-11*4/2+0-2,8
12042313,31-43-10+22,0
12042314,43*2/1-0+21+4,111
12042315,3+2*11-4-20+5,6
12042316,20+26-1-34*1,11
12042317,13+24-17-20,0
12042318,4*22+0+8+13+1,110
12042319,1*12-30*2+49,1
12042320,0-0-22+31-2*4,1
12042321,32-2*1+2*40/1,110
12042322,42-22-1-30/2,4
12042323,20*1-23*2+34,8
12042324,22-0-23-4+14,9
12042325,20+5-12-32/4,5
12042326,0-2/2*61+34*2,7
12042327,71-3+22+40/2,110
12042328,22+8-2-30+4-1,1
12042329,49+1-2+30+22,100
12042330,30+20-41-3+2,8
12042331,3-2*10/4*2+13,6
12042332,21-30+34/2-2,6
12042333,22+3+13-30-4,4
12042334,33+22-0-41-4,10
12042335,2+2+1*40-35-3,6
12042336,32/32-4+10-6,1
12042337,33*2-7-42-10,7
12042338,40-3+22-18*3,5
12042339,0+4-33+2+19*2,11
12042340,0-34-0+24+12,2
12042341,24+0-12*1-4*3,0
12042342,20-2+13-24-4,3
12042343,0-23*1+34-4-2,5
12042344,24*3/4+0+4-21,1
12042345,0+34/2+52+41,110
12042346,21+4-0-62+43,6
12042347,4-17+0-3+22-4,2
12042348,3+18-42-0+24,3
